	NotOutlier_PAM50_Basal_Basal	NotOutlier_PAM50_Basal_not-Basal	Outliers_PAM50_Basal_Basal	Outliers_PAM50_Basal_not-Basal	fisherp_PAM50_Basal_Basal	fisherp_PAM50_Basal_not-Basal	fisherFDR_PAM50_Basal_not-Basal	fisherFDR_PAM50_Basal_Basal
SPIN4	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
HOXA7	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
IFRD1	8.0	56.0	10.0	2.0	2.3917234916154072e-06			1.3871996251369361e-05
FAM120C	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
USP31	10.0	56.0	8.0	2.0	7.877798468336666e-05			0.0002004202022657018
BAG2	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
CDC2L6	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
SLC26A9	7.0	54.0	11.0	4.0	4.959785123076492e-06			2.455698487767141e-05
MAP2	9.0	58.0	9.0	0.0	3.4127279023571126e-07			3.2438557370875674e-06
KLF14	11.0	55.0	7.0	3.0	0.0011075195742586057			0.001572213101919559
TTYH1	7.0	58.0	11.0	0.0	5.55668043803062e-09			1.3270660340237836e-07
PTBP2	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
SEC14L4	7.0	55.0	11.0	3.0	1.4741855392222038e-06			1.1970386578484295e-05
SHC4	4.0	56.0	14.0	2.0	4.714342188806678e-10			2.6852593453607718e-08
PPP1R14C	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
GPRC5B	9.0	58.0	9.0	0.0	3.4127279023571126e-07			3.2438557370875674e-06
CDC5L	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
HAS1	12.0	54.0	6.0	4.0	0.009358884407310015			0.009869369011345107
POPDC3	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
ADD2	10.0	56.0	8.0	2.0	7.877798468336666e-05			0.0002004202022657018
CCDC88A	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
APBA1	10.0	57.0	8.0	1.0	1.8155712440539907e-05			6.194301891478322e-05
C6orf162	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
B3GAT1	12.0	52.0	6.0	6.0	0.029570689118647266			0.030014249455426974
TRIM2	11.0	58.0	7.0	0.0	1.4556835743508823e-05			5.422087442077598e-05
LIF	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
SLC22A16	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
SLC10A4	11.0	55.0	7.0	3.0	0.0011075195742586057			0.001572213101919559
CAPN6	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
S100A3	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
C7orf49	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
PTGS2	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
BMP7	12.0	53.0	6.0	5.0	0.01746022442521491			0.01803778910085815
FCAR	12.0	53.0	6.0	5.0	0.01746022442521491			0.01803778910085815
CHST2	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
PI3	10.0	52.0	8.0	6.0	0.002929726395935202			0.0034779792887417896
PCDHB6	11.0	56.0	7.0	2.0	0.0003874004615559363			0.0006928836448974015
IGF2BP2	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
PPP1R14B	11.0	56.0	7.0	2.0	0.0003874004615559363			0.0006928836448974015
C8orf46	9.0	56.0	9.0	2.0	1.448163533491406e-05			5.422087442077598e-05
CXorf6	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
SIRPA	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
C12orf56	10.0	52.0	8.0	6.0	0.002929726395935202			0.0034779792887417896
GABBR2	9.0	57.0	9.0	1.0	3.000144379833378e-06			1.5225732727654392e-05
SNTB1	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
ZFP42	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
LCT	11.0	50.0	7.0	8.0	0.03734757226864688			0.037813252720874393
RASGEF1C	8.0	58.0	10.0	0.0	4.5842613613752915e-08			6.647178973994173e-07
MCM3	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
TNNI2	8.0	55.0	10.0	3.0	9.192298903470949e-06			4.390674535069653e-05
RHCG	8.0	55.0	10.0	3.0	9.192298903470949e-06			4.390674535069653e-05
C4orf40	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
DEFA3	10.0	55.0	8.0	3.0	0.0002502349162792381			0.00048378750480652694
KCNS1	10.0	56.0	8.0	2.0	7.877798468336666e-05			0.0002004202022657018
ADRA2B	11.0	54.0	7.0	4.0	0.0026077677257224804			0.003113981460715668
PCDH8	9.0	57.0	9.0	1.0	3.000144379833378e-06			1.5225732727654392e-05
CHRM2	7.0	58.0	11.0	0.0	5.55668043803062e-09			1.3270660340237836e-07
MOGAT1	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
ACTG2	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
RGS6	12.0	54.0	6.0	4.0	0.009358884407310015			0.009869369011345107
ETV5	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
UPP1	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
SLC16A8	10.0	56.0	8.0	2.0	7.877798468336666e-05			0.0002004202022657018
NUDT5	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
SMR3B	12.0	52.0	6.0	6.0	0.029570689118647266			0.030014249455426974
DNER	9.0	55.0	9.0	3.0	5.0751370864810313e-05			0.00016889390632059825
ETV6	10.0	57.0	8.0	1.0	1.8155712440539907e-05			6.194301891478322e-05
RPRML	11.0	54.0	7.0	4.0	0.0026077677257224804			0.003113981460715668
SRPK1	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
C1orf61	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
KIAA0020	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
TM4SF4	11.0	58.0	7.0	0.0	1.4556835743508823e-05			5.422087442077598e-05
FAM19A4	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
PHB2	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
NDRG2	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
NOP5/NOP58	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
ZNF384	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
WIF1	12.0	54.0	6.0	4.0	0.009358884407310015			0.009869369011345107
CPA4	11.0	56.0	7.0	2.0	0.0003874004615559363			0.0006928836448974015
MATN4	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
SYN2	11.0	56.0	7.0	2.0	0.0003874004615559363			0.0006928836448974015
SPEG	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
TIAM2	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
CHRDL2	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
KRT16	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
C6orf142	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
DDX43	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
FAM112B	12.0	52.0	6.0	6.0	0.029570689118647266			0.030014249455426974
CSTB	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
IFNAR2	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
XAB1	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
HORMAD1	4.0	55.0	14.0	3.0	2.5056965837451175e-09			8.477606775004314e-08
KLK6	11.0	58.0	7.0	0.0	1.4556835743508823e-05			5.422087442077598e-05
TRPM8	10.0	56.0	8.0	2.0	7.877798468336666e-05			0.0002004202022657018
ZNF454	8.0	56.0	10.0	2.0	2.3917234916154072e-06			1.3871996251369361e-05
ATP11A	10.0	57.0	8.0	1.0	1.8155712440539907e-05			6.194301891478322e-05
MUC16	12.0	54.0	6.0	4.0	0.009358884407310015			0.009869369011345107
COMMD2	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
RASD2	11.0	58.0	7.0	0.0	1.4556835743508823e-05			5.422087442077598e-05
FOLR1	10.0	55.0	8.0	3.0	0.0002502349162792381			0.00048378750480652694
TMCC2	9.0	58.0	9.0	0.0	3.4127279023571126e-07			3.2438557370875674e-06
POU4F1	7.0	56.0	11.0	2.0	3.515508680587512e-07			3.2438557370875674e-06
NPM2	10.0	58.0	8.0	0.0	2.320654973602857e-06			1.3871996251369361e-05
LOC388152	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
SPHK1	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
PLOD3	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
PRR4	11.0	54.0	7.0	4.0	0.0026077677257224804			0.003113981460715668
DLL3	11.0	54.0	7.0	4.0	0.0026077677257224804			0.003113981460715668
GFRA3	9.0	56.0	9.0	2.0	1.448163533491406e-05			5.422087442077598e-05
SLC5A6	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
TFDP1	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
LEMD1	7.0	58.0	11.0	0.0	5.55668043803062e-09			1.3270660340237836e-07
OXGR1	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
WNK3	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
TNFRSF11A	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
NOLA1	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
ENPP6	12.0	54.0	6.0	4.0	0.009358884407310015			0.009869369011345107
OVOS2	10.0	58.0	8.0	0.0	2.320654973602857e-06			1.3871996251369361e-05
SV2C	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
CDKN2A	9.0	57.0	9.0	1.0	3.000144379833378e-06			1.5225732727654392e-05
CA6	9.0	58.0	9.0	0.0	3.4127279023571126e-07			3.2438557370875674e-06
E2F3	10.0	58.0	8.0	0.0	2.320654973602857e-06			1.3871996251369361e-05
SLC16A10	11.0	55.0	7.0	3.0	0.0011075195742586057			0.001572213101919559
MLC1	12.0	52.0	6.0	6.0	0.029570689118647266			0.030014249455426974
PRSS33	11.0	58.0	7.0	0.0	1.4556835743508823e-05			5.422087442077598e-05
CSPG4	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
IL1F5	11.0	54.0	7.0	4.0	0.0026077677257224804			0.003113981460715668
FZD9	6.0	58.0	12.0	0.0	5.984117394802204e-10			2.6852593453607718e-08
RYR1	11.0	56.0	7.0	2.0	0.0003874004615559363			0.0006928836448974015
SLC39A12	11.0	53.0	7.0	5.0	0.005349759731782648			0.005854454046101766
KRT83	9.0	54.0	9.0	4.0	0.0001442592827778239			0.00028710425886174757
UBL4B	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
SYT8	8.0	58.0	10.0	0.0	4.5842613613752915e-08			6.647178973994173e-07
RAX	11.0	55.0	7.0	3.0	0.0011075195742586057			0.001572213101919559
C14orf115	11.0	56.0	7.0	2.0	0.0003874004615559363			0.0006928836448974015
VGF	11.0	56.0	7.0	2.0	0.0003874004615559363			0.0006928836448974015
NCAN	11.0	58.0	7.0	0.0	1.4556835743508823e-05			5.422087442077598e-05
LPIN1	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
C11orf16	11.0	53.0	7.0	5.0	0.005349759731782648			0.005854454046101766
PKP1	11.0	55.0	7.0	3.0	0.0011075195742586057			0.001572213101919559
YEATS2	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
MEF2A	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
CALCA	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
GJB3	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
SCRG1	10.0	58.0	8.0	0.0	2.320654973602857e-06			1.3871996251369361e-05
HILS1	11.0	56.0	7.0	2.0	0.0003874004615559363			0.0006928836448974015
DLX6	8.0	58.0	10.0	0.0	4.5842613613752915e-08			6.647178973994173e-07
INGX	9.0	58.0	9.0	0.0	3.4127279023571126e-07			3.2438557370875674e-06
ODAM	10.0	57.0	8.0	1.0	1.8155712440539907e-05			6.194301891478322e-05
CCL20	10.0	56.0	8.0	2.0	7.877798468336666e-05			0.0002004202022657018
SLC6A14	11.0	58.0	7.0	0.0	1.4556835743508823e-05			5.422087442077598e-05
C1orf109	11.0	56.0	7.0	2.0	0.0003874004615559363			0.0006928836448974015
KIFC3	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
SCN2A	12.0	54.0	6.0	4.0	0.009358884407310015			0.009869369011345107
CNTNAP3	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
SMOC1	4.0	57.0	14.0	1.0	6.276544022486009e-11			6.370692182823299e-09
PAPSS1	10.0	58.0	8.0	0.0	2.320654973602857e-06			1.3871996251369361e-05
HOXA4	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
CHIA	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
HOXA9	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
KCNC4	12.0	53.0	6.0	5.0	0.01746022442521491			0.01803778910085815
RGS9	10.0	54.0	8.0	4.0	0.0006492020071080964			0.0009690294664922323
EPHB6	10.0	55.0	8.0	3.0	0.0002502349162792381			0.00048378750480652694
STAC	9.0	58.0	9.0	0.0	3.4127279023571126e-07			3.2438557370875674e-06
C3orf41	11.0	54.0	7.0	4.0	0.0026077677257224804			0.003113981460715668
C16orf77	10.0	58.0	8.0	0.0	2.320654973602857e-06			1.3871996251369361e-05
ARL6IP2	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
C10orf25	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
PDE1C	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
ARHGEF9	10.0	58.0	8.0	0.0	2.320654973602857e-06			1.3871996251369361e-05
C6orf15	7.0	57.0	11.0	1.0	6.009763612208489e-08			8.413669057091884e-07
FTMT	11.0	54.0	7.0	4.0	0.0026077677257224804			0.003113981460715668
HTR3A	12.0	52.0	6.0	6.0	0.029570689118647266			0.030014249455426974
SMTNL2	11.0	52.0	7.0	6.0	0.009891183991819767			0.010376797676172675
SCHIP1	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
KIN	10.0	58.0	8.0	0.0	2.320654973602857e-06			1.3871996251369361e-05
CLDN10	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
MFI2	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
C10orf114	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
MRAS	9.0	57.0	9.0	1.0	3.000144379833378e-06			1.5225732727654392e-05
ANKH	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
PAX6	11.0	56.0	7.0	2.0	0.0003874004615559363			0.0006928836448974015
ABBA-1	10.0	58.0	8.0	0.0	2.320654973602857e-06			1.3871996251369361e-05
AKAP3	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
SLC26A2	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
POU5F1P4	9.0	58.0	9.0	0.0	3.4127279023571126e-07			3.2438557370875674e-06
ZMIZ2	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
CDH19	9.0	57.0	9.0	1.0	3.000144379833378e-06			1.5225732727654392e-05
NCOA7	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
UNQ338	9.0	57.0	9.0	1.0	3.000144379833378e-06			1.5225732727654392e-05
RLBP1	5.0	57.0	13.0	1.0	7.275333201716377e-10			2.6852593453607718e-08
CSN3	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
APCDD1L	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
GJB6	11.0	55.0	7.0	3.0	0.0011075195742586057			0.001572213101919559
C3orf64	11.0	55.0	7.0	3.0	0.0011075195742586057			0.001572213101919559
SUHW3	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
ZIM2	11.0	54.0	7.0	4.0	0.0026077677257224804			0.003113981460715668
AQP4	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
OTX1	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
PDE9A	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
SLC25A13	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
IRX1	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
LANCL3	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
TBX4	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
C8orf47	8.0	55.0	10.0	3.0	9.192298903470949e-06			4.390674535069653e-05
ID4	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
TMPRSS5	10.0	58.0	8.0	0.0	2.320654973602857e-06			1.3871996251369361e-05
RETN	12.0	54.0	6.0	4.0	0.009358884407310015			0.009869369011345107
MSLN	10.0	55.0	8.0	3.0	0.0002502349162792381			0.00048378750480652694
WWTR1	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
ITGA9	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
ANKRD45	9.0	57.0	9.0	1.0	3.000144379833378e-06			1.5225732727654392e-05
ACTN4	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
SLC6A15	11.0	56.0	7.0	2.0	0.0003874004615559363			0.0006928836448974015
PALM2	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
OPRK1	8.0	57.0	10.0	1.0	4.4870194537097047e-07			3.876021060013064e-06
RASSF4	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
SOX10	5.0	57.0	13.0	1.0	7.275333201716377e-10			2.6852593453607718e-08
FBN3	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
C7orf28A	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
S100B	11.0	58.0	7.0	0.0	1.4556835743508823e-05			5.422087442077598e-05
RASGEF1A	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
FRMD4A	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
MIA	9.0	58.0	9.0	0.0	3.4127279023571126e-07			3.2438557370875674e-06
TNRC6B	12.0	54.0	6.0	4.0	0.009358884407310015			0.009869369011345107
FGFBP1	9.0	57.0	9.0	1.0	3.000144379833378e-06			1.5225732727654392e-05
COL11A2	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
CALCB	11.0	53.0	7.0	5.0	0.005349759731782648			0.005854454046101766
C1QL2	9.0	57.0	9.0	1.0	3.000144379833378e-06			1.5225732727654392e-05
KIRREL2	11.0	55.0	7.0	3.0	0.0011075195742586057			0.001572213101919559
STAR	11.0	51.0	7.0	7.0	0.016852641587704355			0.01763446516651538
KLHL34	11.0	56.0	7.0	2.0	0.0003874004615559363			0.0006928836448974015
PRKCQ	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
POU5F1	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
SF3B14	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
SBSN	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
KIAA0427	11.0	58.0	7.0	0.0	1.4556835743508823e-05			5.422087442077598e-05
COL27A1	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
RASL10B	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
P2RY1	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
MYO1H	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
NALCN	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
CHST4	7.0	55.0	11.0	3.0	1.4741855392222038e-06			1.1970386578484295e-05
B4GALT2	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
RAB6B	11.0	55.0	7.0	3.0	0.0011075195742586057			0.001572213101919559
DMRTA1	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
GJA7	11.0	58.0	7.0	0.0	1.4556835743508823e-05			5.422087442077598e-05
ABCG4	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
CCKBR	10.0	58.0	8.0	0.0	2.320654973602857e-06			1.3871996251369361e-05
PRSS3	10.0	55.0	8.0	3.0	0.0002502349162792381			0.00048378750480652694
C6orf156	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
TGM1	10.0	54.0	8.0	4.0	0.0006492020071080964			0.0009690294664922323
TCP11	12.0	51.0	6.0	7.0	0.06710078765430523			0.06743296977140575
PRSS12	10.0	55.0	8.0	3.0	0.0002502349162792381			0.00048378750480652694
STRA8	11.0	56.0	7.0	2.0	0.0003874004615559363			0.0006928836448974015
FGF9	11.0	55.0	7.0	3.0	0.0011075195742586057			0.001572213101919559
PTH2R	12.0	54.0	6.0	4.0	0.009358884407310015			0.009869369011345107
TMEM71	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
SOX8	9.0	57.0	9.0	1.0	3.000144379833378e-06			1.5225732727654392e-05
DLX5	11.0	57.0	7.0	1.0	0.0001002101011328509			0.0002004202022657018
ETS1	9.0	56.0	9.0	2.0	1.448163533491406e-05			5.422087442077598e-05
RYR2	10.0	58.0	8.0	0.0	2.320654973602857e-06			1.3871996251369361e-05
LYPD5	11.0	58.0	7.0	0.0	1.4556835743508823e-05			5.422087442077598e-05
MAP7D3	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
C1orf94	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
OGDHL	11.0	56.0	7.0	2.0	0.0003874004615559363			0.0006928836448974015
AMD1	11.0	55.0	7.0	3.0	0.0011075195742586057			0.001572213101919559
TPPP2	7.0	58.0	11.0	0.0	5.55668043803062e-09			1.3270660340237836e-07
ARL13A	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
GLT1D1	11.0	55.0	7.0	3.0	0.0011075195742586057			0.001572213101919559
RDH10	10.0	57.0	8.0	1.0	1.8155712440539907e-05			6.194301891478322e-05
TRPM6	10.0	57.0	8.0	1.0	1.8155712440539907e-05			6.194301891478322e-05
C1QL1	12.0	55.0	6.0	3.0	0.004408065507479156			0.004876497536884298
EN1	6.0	58.0	12.0	0.0	5.984117394802204e-10			2.6852593453607718e-08
RNF182	11.0	54.0	7.0	4.0	0.0026077677257224804			0.003113981460715668
STS-1	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
JPH2	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
RGS20	10.0	56.0	8.0	2.0	7.877798468336666e-05			0.0002004202022657018
CA9	11.0	54.0	7.0	4.0	0.0026077677257224804			0.003113981460715668
TLX1	9.0	56.0	9.0	2.0	1.448163533491406e-05			5.422087442077598e-05
KRT86	9.0	55.0	9.0	3.0	5.0751370864810313e-05			0.00016889390632059825
GTPBP2	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
FOXG1	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
LALBA	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
NRN1	12.0	58.0	6.0	0.0	8.491487517046796e-05			0.0002004202022657018
EML4	12.0	57.0	6.0	1.0	0.0005070631117322254			0.0007624726791232724
TMEM39B	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
C5orf27	12.0	56.0	6.0	2.0	0.0017276221435303463			0.0021319592409523424
